"id","label","associatedNodeID","pos_x","pos_y","pos_z","selected","locked","visibility","positionStatus","vert_number"
"1","Apersonatus_21_40um_NF_IinSquare_Vert3-1","vtkMRMLScalarVolumeNode1",34.2660113558988,27.5373820874606,54.4304352200556,TRUE,FALSE,TRUE,"defined",3
"2","Apersonatus_21_40um_NF_IinSquare_Vert3-2","vtkMRMLScalarVolumeNode1",32.8669132239198,26.7585958101012,52.0031110006063,TRUE,FALSE,TRUE,"defined",3
"3","Apersonatus_21_40um_NF_IinSquare_Vert3-3","vtkMRMLScalarVolumeNode1",32.746990526893,27.1419982851089,51.963136768264,TRUE,FALSE,TRUE,"defined",3
"4","Apersonatus_21_40um_NF_IinSquare_Vert3-4","vtkMRMLScalarVolumeNode1",32.440521412269,26.8145709132265,52.0297604888344,TRUE,FALSE,TRUE,"defined",3
"5","Apersonatus_21_40um_NF_IinSquare_Vert3-5","vtkMRMLScalarVolumeNode1",31.801851698818,26.4870190569707,52.0297604888344,TRUE,FALSE,TRUE,"defined",3
"6","Apersonatus_21_40um_NF_IinSquare_Vert3-6","vtkMRMLScalarVolumeNode1",32.3050674472656,26.3272680257175,52.0297604888344,TRUE,FALSE,TRUE,"defined",3
"7","Apersonatus_21_40um_NF_IinSquare_Vert3-7","vtkMRMLScalarVolumeNode1",31.9536151785086,26.974259702293,52.0297604888344,TRUE,FALSE,TRUE,"defined",3
"8","Apersonatus_21_40um_NF_IinSquare_Vert3-8","vtkMRMLScalarVolumeNode1",32.4408558238309,26.7905460163518,53.0690905297331,TRUE,FALSE,TRUE,"defined",3
"9","Apersonatus_21_40um_NF_IinSquare_Vert3-9","vtkMRMLScalarVolumeNode1",31.7699014925674,26.502994160096,53.0690905297331,TRUE,FALSE,TRUE,"defined",3
"10","Apersonatus_21_40um_NF_IinSquare_Vert3-10","vtkMRMLScalarVolumeNode1",32.1518186231305,26.6289938545812,52.5524466092241,TRUE,FALSE,TRUE,"defined",3
"11","Apersonatus_21_40um_NF_IinSquare_Vert3-11","vtkMRMLScalarVolumeNode1",31.8817272144446,26.0364602902771,52.0235736757956,TRUE,FALSE,TRUE,"defined",3
"12","Apersonatus_21_40um_NF_IinSquare_Vert3-12","vtkMRMLScalarVolumeNode1",31.4783558605303,26.8384713257278,52.0875010466621,TRUE,FALSE,TRUE,"defined",3
