pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y
1859.000778,1112.524020,1247.317683,1117.263928
1858.710000,1119.360000,1247.110000,1119.160000
1858.590000,1124.190000,1246.810000,1120.620000
1857.890000,1128.090000,1246.800000,1120.770000
1858.300000,1129.670000,1246.770000,1120.110000
1858.270000,1129.280000,1246.760000,1117.290000
1858.130000,1127.840000,1246.720000,1113.880000
1858.070000,1122.570000,1246.720000,1109.310000
1858.240000,1116.240000,1246.660000,1104.220000
1858.480000,1109.190000,1246.450000,1098.880000
1859.100000,1100.300000,1247.719328,1092.973567
1858.990000,1090.690000,1248.070000,1087.240000
1858.580000,1080.520000,1247.810000,1081.900000
1858.500000,1071.140000,1247.280000,1077.430000
1858.920000,1063.030000,1247.160000,1073.230000
1858.790000,1056.290000,1247.170000,1069.890000
1858.800000,1050.880000,1247.290000,1067.700000
1858.880000,1046.530000,1247.310000,1066.630000
1858.930000,1043.930000,1247.330000,1066.760000
1858.740000,1043.230000,1247.290000,1067.970000
1858.420000,1043.480000,1247.180000,1070.750000
1858.170000,1045.730000,1247.270000,1074.750000
1858.140000,1050.000000,1247.510000,1079.020000
1858.200000,1055.830000,1248.020000,1084.140000
1857.980000,1062.970000,1248.070000,1089.590000
1858.050000,1071.950000,1248.220000,1095.090000
1858.220000,1080.730000,1248.160000,1100.880000
1857.990000,1089.190000,1248.190000,1106.120000
1858.010000,1098.310000,1248.170000,1110.930000
1858.440000,1106.610000,1248.420000,1115.280000
1858.800000,1114.480000,1248.820000,1118.990000
1858.470000,1120.790000,1248.770000,1121.260000
1858.060000,1126.180000,1248.580000,1122.280000
1858.140000,1129.740000,1248.230000,1122.290000
1858.540000,1131.100000,1248.600000,1121.240000
1858.130000,1130.690000,1248.610000,1118.410000
1858.010000,1128.940000,1248.230000,1114.340000
1858.280000,1124.110000,1248.020000,1110.220000
1858.310000,1117.640000,1248.050000,1104.920000
1858.010000,1110.200000,1247.910000,1099.690000
1858.980000,1101.230000,1248.130000,1093.930000
1859.260000,1091.610000,1248.190000,1088.190000
